id,data,bezeroa,hiria,produktua,kategoria,prezioa,unitateak
7826,2025-01-06,Benito del Codina,Jaén,Prozesadorea,Osagaiak,423.16,9
7827,2024-10-09,Marcelo Múñiz Martínez,Melilla,Mini PC,Ordenagailuak,1420.6,5
7828,2024-10-16,Edu Rey,Albacete,Monitorea,Periferikoak,944.57,4
7829,2026-01-26,Epifanio Barrena Díez,Jaén,Wi-Fi egokigailua,Sareak,874.22,1
7830,2026-09-23,Pastor Miguel Ángel Poza Bernal,Burgos,Sagua,Periferikoak,1641.27,10
7831,2025-02-12,Tatiana Casares Calleja,Málaga,Sagua,Periferikoak,1299.82,2
7832,2026-07-05,Estefanía Hernando Aragonés,Cáceres,Teklatua,Periferikoak,534.64,7
7833,2025-10-28,Rodolfo Lucas Belda,Valladolid,Mini PC,Ordenagailuak,1512.17,6
7834,2026-08-29,Manu Gámez-Enríquez,Zaragoza,Mahaigaineko ordenagailua,Ordenagailuak,1443.82,5
7835,2026-09-14,Tamara Roca Garriga,Granada,Webkamera,Periferikoak,1953.71,8
7836,2025-04-13,Sancho Cabanillas Parra,La Rioja,Mini PC,Ordenagailuak,862.74,6
7837,2025-02-16,Rodrigo Boada Cabeza,Soria,Sagua,Periferikoak,1983.36,7
7838,2026-01-16,Amanda del Ayllón,Almería,Webkamera,Periferikoak,1013.3,1
7839,2025-12-19,Cipriano Zurita Codina,Santa Cruz de Tenerife,Prozesadorea,Osagaiak,287.15,6
7840,2025-02-14,Encarnación Carvajal,Teruel,Prozesadorea,Osagaiak,1164.3,3
7841,2025-05-23,Isidoro Santamaría Buendía,Alicante,Txartel grafikoa,Osagaiak,632.13,10
7842,2026-02-13,Berto de Gaya,Álava,Sare-kablea,Sareak,1852.14,5
7843,2024-10-21,Jaime Ávila,Vizcaya,Wi-Fi egokigailua,Sareak,770.6,7
7844,2026-08-24,Nicolasa Garmendia Carrasco,Baleares,Switch-a,Sareak,1386.12,10
7845,2025-12-18,Ciro Elías,Palencia,SSD diskoa,Osagaiak,1538.63,9
7846,2026-05-18,Amador Ortuño Andrés,León,Ordenagailu eramangarria,Ordenagailuak,744.48,7
7847,2025-07-01,Irene Villar Zorrilla,Zamora,Prozesadorea,Osagaiak,77.74,10
7848,2026-04-13,Juanito Estevez-Asenjo,Huesca,Bideratzailea,Sareak,1818.46,8
7849,2024-12-26,Melisa Prieto Fiol,Huelva,Txartel grafikoa,Osagaiak,316.87,6
7850,2025-01-09,Jorge Amador,Cuenca,Wi-Fi egokigailua,Sareak,332.84,9
7851,2026-09-04,Visitación de Bueno,Álava,Monitorea,Periferikoak,1231.49,1
7852,2025-02-07,Vicente Uría Sevilla,La Coruña,Mini PC,Ordenagailuak,286.76,3
7853,2025-06-05,Gastón Demetrio Collado Ávila,Granada,Wi-Fi egokigailua,Sareak,1659.86,9
7854,2025-01-03,Jimena Quiroga Perera,Pontevedra,Mahaigaineko ordenagailua,Ordenagailuak,322.44,2
7855,2025-10-20,Isa Martinez Boix,Cáceres,Mini PC,Ordenagailuak,1432.7,6
7856,2026-07-16,Marcia del Morán,Pontevedra,Monitorea,Periferikoak,714.25,5
7857,2025-01-24,Perla Pavón,Baleares,Monitorea,Periferikoak,846.15,2
7858,2024-11-05,Fanny Sevilla Lucas,Cáceres,Mini PC,Ordenagailuak,509.35,2
7859,2025-01-08,Hilario Córdoba Verdejo,Jaén,SSD diskoa,Osagaiak,240.78,6
7860,2025-05-17,Gaspar Ramón-Aguilar,Huelva,Sare-kablea,Sareak,787.15,10
7861,2025-02-11,Florina Roxana Julián Baró,Valladolid,Sare-kablea,Sareak,1350.8,6
7862,2026-09-01,Jacinta Lara Bárcena,Álava,Bideratzailea,Sareak,394.16,6
7863,2025-06-25,Ale Egea Bernad,Vizcaya,Sare-kablea,Sareak,61.72,2
7864,2026-09-15,Hilda Sevillano Canals,Castellón,RAM memoria,Osagaiak,445.26,8
7865,2024-12-03,Rosendo Cuervo Toledo,Sevilla,Wi-Fi egokigailua,Sareak,185.27,4
7866,2025-08-05,Arturo Torrijos Farré,Ciudad,Txartel grafikoa,Osagaiak,773.22,8
7867,2025-01-19,Perla del Asensio,Cádiz,Teklatua,Periferikoak,1280.14,3
7868,2026-05-18,Heriberto Luís Linares,Salamanca,Webkamera,Periferikoak,1777.66,9
7869,2025-03-29,Dalila Benigna Figueras Bilbao,Santa Cruz de Tenerife,SSD diskoa,Osagaiak,1718.69,5
7870,2026-03-04,Glauco Clemente Alberto,Badajoz,Wi-Fi egokigailua,Sareak,956.47,5
7871,2026-04-26,Jonatan Mayo Tovar,Málaga,Ordenagailu eramangarria,Ordenagailuak,1513.5,7
7872,2025-09-15,Roxana Gallart,Cuenca,Monitorea,Periferikoak,788.37,8
7873,2025-06-09,Sebastian del Molina,Guadalajara,Txartel grafikoa,Osagaiak,16.43,10
7874,2025-02-09,Marisa Chacón,Badajoz,Txartel grafikoa,Osagaiak,1856.97,10
7875,2026-06-18,Horacio Gonzalez Calderon,Pontevedra,Ordenagailu eramangarria,Ordenagailuak,1869.67,6
7876,2025-03-17,Clemente Moya Arco,Valencia,Ordenagailu eramangarria,Ordenagailuak,1768.5,8
7877,2025-06-11,Camila Patiño Planas,Baleares,Mahaigaineko ordenagailua,Ordenagailuak,1874.4,1
7878,2026-07-31,Anabel Ferrera,Salamanca,Bideratzailea,Sareak,197.14,2
7879,2026-08-28,María Dolores Mateu Barriga,Segovia,RAM memoria,Osagaiak,1012.29,5
7880,2025-12-07,Fátima Pacheco,Soria,Teklatua,Periferikoak,1126.45,9
7881,2025-04-07,Rosalva Márquez Alcaraz,Santa Cruz de Tenerife,Prozesadorea,Osagaiak,888.3,1
7882,2026-08-16,Cristóbal del Morales,Santa Cruz de Tenerife,Wi-Fi egokigailua,Sareak,153.16,3
7883,2026-05-18,Hortensia Villalobos Menendez,Teruel,Sagua,Periferikoak,1381.33,2
7884,2026-02-14,Adán Salvador Briones,Ávila,Mini PC,Ordenagailuak,1287.44,7
7885,2025-03-04,Juan Carlos Armengol Suárez,Tarragona,Txartel grafikoa,Osagaiak,1974.48,5
7886,2025-12-21,Camilo Ferrández Fabra,Sevilla,Webkamera,Periferikoak,1695.39,3
7887,2025-01-10,Delfina Anunciación Ariza Mercader,La Rioja,SSD diskoa,Osagaiak,559.4,7
7888,2026-06-26,Antonio Galván Rosell,Valladolid,Prozesadorea,Osagaiak,1516.47,10
7889,2026-03-14,Cipriano Linares Rosselló,Melilla,RAM memoria,Osagaiak,756.48,10
7890,2024-12-02,María Dolores Ani Santana Monreal,Sevilla,Wi-Fi egokigailua,Sareak,1674.11,4
7891,2024-10-17,Gerónimo Bauzà Bayón,Albacete,Prozesadorea,Osagaiak,169.5,6
7892,2024-12-11,Samuel Jaume-Giménez,Valladolid,Mini PC,Ordenagailuak,1482.17,5
7893,2024-11-12,Paz Pombo Casal,Huesca,Monitorea,Periferikoak,1693.49,7
7894,2025-11-08,Charo Verdugo Seguí,Las Palmas,SSD diskoa,Osagaiak,1390.53,2
7895,2026-05-30,Marcio Mariño Adadia,Valencia,Ordenagailu eramangarria,Ordenagailuak,152.18,8
7896,2026-08-25,Octavio Basilio Uribe Osuna,Burgos,Txartel grafikoa,Osagaiak,410.31,9
7897,2025-08-14,Encarnacion Otero Reyes,Lleida,Mahaigaineko ordenagailua,Ordenagailuak,907.6,8
7898,2025-11-01,Cesar Bello,León,Switch-a,Sareak,424.9,8
7899,2025-06-28,Noa Zurita Fonseca,Cáceres,Prozesadorea,Osagaiak,129.36,6
7900,2026-05-03,Felipa Baró Mosquera,Lugo,Mini PC,Ordenagailuak,1114.97,3
7901,2025-03-12,Amelia Exposito Carballo,Cáceres,Bideratzailea,Sareak,997.17,2
7902,2025-03-03,Bernardita Cornejo Jaén,Málaga,RAM memoria,Osagaiak,407.37,5
7903,2025-12-22,Wilfredo Saavedra Carrillo,Burgos,RAM memoria,Osagaiak,67.2,6
7904,2026-01-25,Salvador Soria Corominas,Zaragoza,RAM memoria,Osagaiak,588.69,5
7905,2026-06-30,Amor Nicolau-Cadenas,Sevilla,Webkamera,Periferikoak,1787.36,9
7906,2024-11-03,Dominga Álvaro Albero,Huelva,Sare-kablea,Sareak,1523.23,6
7907,2026-05-13,Ezequiel Gras-Badía,Zamora,RAM memoria,Osagaiak,408.93,3
7908,2025-06-06,Juan Antonio España Garzón,Burgos,Ordenagailu eramangarria,Ordenagailuak,177.64,7
7909,2026-09-12,Carlota Priego Madrid,Jaén,Ordenagailu eramangarria,Ordenagailuak,1205.65,1
7910,2025-10-09,Máximo Borrego Bartolomé,Segovia,Wi-Fi egokigailua,Sareak,1000.81,1
7911,2024-11-02,Jose Francisco Juárez Figueras,Soria,Teklatua,Periferikoak,1715.95,4
7912,2026-04-26,Pacífica Vanesa Peinado Pedro,Jaén,RAM memoria,Osagaiak,168.44,8
7913,2025-08-22,Dan Nevado Sanmartín,Barcelona,Txartel grafikoa,Osagaiak,12.98,4
7914,2025-02-08,Teodora Amores Rocha,Huelva,Prozesadorea,Osagaiak,1610.49,8
7915,2025-01-01,Valerio Sebastián Muro,Melilla,Ordenagailu eramangarria,Ordenagailuak,38.41,4
7916,2024-12-31,Isaac Elías Castellanos,Huelva,Sagua,Periferikoak,327.13,2
7917,2025-05-10,Jordán Blanes-Ferrer,Cuenca,Bideratzailea,Sareak,1068.13,3
7918,2026-02-17,Purificación Querol Azcona,Cádiz,Mahaigaineko ordenagailua,Ordenagailuak,1741.27,7
7919,2026-06-02,Ariadna Villena,Málaga,Mahaigaineko ordenagailua,Ordenagailuak,1081.48,8
7920,2025-08-29,Albino Arribas Herrera,Segovia,Switch-a,Sareak,26.57,7
7921,2025-06-16,Clotilde Bolaños Polo,Las Palmas,RAM memoria,Osagaiak,1139.41,10
7922,2026-07-14,Anastasia Felisa Contreras Amor,Albacete,Ordenagailu eramangarria,Ordenagailuak,487.54,7
7923,2026-04-27,Almudena de Tejedor,Ceuta,Sare-kablea,Sareak,937.76,10
7924,2026-04-15,Reina Perlita Fuente Bejarano,Melilla,Switch-a,Sareak,836.41,8
7925,2026-01-05,Loida Quiroga Vázquez,Murcia,Webkamera,Periferikoak,1439.29,3
7926,2025-09-06,Darío Dan Solé Cortina,Córdoba,Teklatua,Periferikoak,1558.32,3
7927,2026-09-09,María Luisa Canales-Bernal,Toledo,Txartel grafikoa,Osagaiak,386.14,2
7928,2025-09-16,Inés Elisabet Valle Sans,Alicante,Txartel grafikoa,Osagaiak,1021.77,8
7929,2025-02-16,Carmelo José María Bertrán Vilanova,La Coruña,SSD diskoa,Osagaiak,1382.36,10
7930,2024-11-07,Vidal Gomis Zamora,Badajoz,Ordenagailu eramangarria,Ordenagailuak,200.72,3
7931,2025-12-29,Heriberto Reinaldo Gallardo Flores,Cáceres,Webkamera,Periferikoak,471.73,10
7932,2025-11-26,Régulo Trillo Mayol,Cantabria,Sagua,Periferikoak,1642.77,3
7933,2025-03-13,Claudia Arnal,Tarragona,Mini PC,Ordenagailuak,1632.68,5
7934,2026-09-08,Apolonia Morillo Plaza,Ourense,Ordenagailu eramangarria,Ordenagailuak,754.15,4
7935,2025-03-13,Encarnación Sarita Chamorro Arnau,Cantabria,Ordenagailu eramangarria,Ordenagailuak,1343.6,4
7936,2025-01-11,Maribel del Busquets,Girona,Sagua,Periferikoak,262.47,7
7937,2024-10-05,Eloísa Mariscal-Recio,Zamora,Monitorea,Periferikoak,743.53,10
7938,2025-02-27,Heraclio Orozco,Guadalajara,Ordenagailu eramangarria,Ordenagailuak,260.81,6
7939,2025-05-06,Joaquín Manolo Tena Pellicer,Girona,Switch-a,Sareak,321.6,4
7940,2025-01-14,María Manuela Pinilla-Ballesteros,Ciudad,RAM memoria,Osagaiak,128.82,7
7941,2026-04-27,Benito Sanz Agullo,Valladolid,Ordenagailu eramangarria,Ordenagailuak,975.73,7
7942,2024-10-12,Elisabet de Fajardo,Barcelona,Monitorea,Periferikoak,224.83,8
7943,2025-11-27,Silvia Isabela Cánovas Tomé,Pontevedra,Teklatua,Periferikoak,1917.61,2
7944,2025-04-21,Nacio Torralba Iriarte,Lleida,Wi-Fi egokigailua,Sareak,1401.9,8
7945,2025-09-17,Blas Gervasio Carpio Arregui,Las Palmas,Wi-Fi egokigailua,Sareak,1337.64,9
7946,2025-11-06,Anastasio Prada Tapia,Sevilla,Sare-kablea,Sareak,1764.58,6
7947,2026-06-30,Brunilda Solsona Tenorio,Las Palmas,Txartel grafikoa,Osagaiak,1760.72,10
7948,2025-06-07,Rita Macias Barreda,Zamora,Sagua,Periferikoak,1133.79,3
7949,2025-01-11,Eva Hernando Ramos,Zaragoza,Sare-kablea,Sareak,1152.86,1
7950,2025-11-04,Encarnita Guadalupe Cabrero Maestre,Guadalajara,SSD diskoa,Osagaiak,765.9,2
7951,2026-04-07,Reyna Pedro Villalba,Ourense,Switch-a,Sareak,196.44,8
7952,2025-11-30,Merche Robledo Medina,Barcelona,Mini PC,Ordenagailuak,1247.45,7
7953,2025-02-05,José Luis Mosquera Montoya,Segovia,Wi-Fi egokigailua,Sareak,456.93,7
7954,2026-08-29,Coral Tejada-Maza,Palencia,Teklatua,Periferikoak,1424.71,9
7955,2026-03-20,Luz Frutos Vilanova,Palencia,Bideratzailea,Sareak,883.74,8
7956,2026-03-20,Odalys Puente Cobos,Navarra,Ordenagailu eramangarria,Ordenagailuak,820.96,4
7957,2025-05-27,Samu Zapata Rivero,Teruel,Txartel grafikoa,Osagaiak,1612.33,8
7958,2026-05-11,Amelia de Rozas,Jaén,Sare-kablea,Sareak,218.58,8
7959,2024-11-07,Celso González Caparrós,Pontevedra,Prozesadorea,Osagaiak,334.6,1
7960,2026-04-28,Fausto Angulo-Bermejo,Barcelona,Mahaigaineko ordenagailua,Ordenagailuak,1883.38,5
7961,2026-09-13,Martin Angulo Goñi,Barcelona,Ordenagailu eramangarria,Ordenagailuak,626.58,3
7962,2025-01-11,Dani Amando Ortuño Páez,Soria,Teklatua,Periferikoak,657.82,9
7963,2025-11-07,Ambrosio Andres,Lleida,Mini PC,Ordenagailuak,1238.22,9
7964,2025-07-07,Xiomara Murillo-Navarro,Jaén,Monitorea,Periferikoak,1695.22,3
7965,2024-09-25,Aurora del Peláez,Tarragona,Bideratzailea,Sareak,1980.14,2
7966,2025-09-27,Jenaro Martínez-Arranz,Ávila,Mahaigaineko ordenagailua,Ordenagailuak,1070.36,9
7967,2026-07-07,Sonia Bayón,Vizcaya,Prozesadorea,Osagaiak,1551.83,3
7968,2025-01-21,Yolanda Carvajal,Cuenca,Bideratzailea,Sareak,885.65,10
7969,2024-10-21,Felicia Salas Falcó,Ceuta,Sagua,Periferikoak,1106.43,2
7970,2025-06-24,Josefa Landa-Catalá,La Rioja,Webkamera,Periferikoak,963.14,10
7971,2025-01-28,Teo Pinedo,Navarra,Mini PC,Ordenagailuak,919.67,1
7972,2024-10-12,Esmeralda Tur-Criado,Guipúzcoa,Switch-a,Sareak,1220.11,8
7973,2025-06-08,Julián Polo Grau,Madrid,Sare-kablea,Sareak,1469.5,10
7974,2026-04-28,Bernabé Camps,Girona,Teklatua,Periferikoak,1257.84,9
7975,2026-05-08,Nacho Iglesias Higueras,La Rioja,Wi-Fi egokigailua,Sareak,1015.2,5
7976,2024-12-09,Corona Morera Roda,Barcelona,Ordenagailu eramangarria,Ordenagailuak,153.5,5
7977,2026-02-07,Mario Ruano Herrera,La Coruña,Prozesadorea,Osagaiak,1554.1,9
7978,2025-05-15,Loreto Prado-Amador,Murcia,Sare-kablea,Sareak,1919.3,9
7979,2025-01-23,Felipe Tena Coronado,Navarra,Ordenagailu eramangarria,Ordenagailuak,1419.96,5
7980,2025-09-03,Antonia Puga Azorin,Teruel,Prozesadorea,Osagaiak,1776.82,5
7981,2026-06-21,Tito Mosquera,Palencia,Mini PC,Ordenagailuak,722.57,4
7982,2024-09-24,Emelina Requena Parra,Cuenca,Mini PC,Ordenagailuak,480.38,9
7983,2026-07-12,Apolinar Mendoza Peláez,La Coruña,SSD diskoa,Osagaiak,650.29,4
7984,2026-02-20,Pacífica Zaida Mosquera Ramón,Cuenca,Teklatua,Periferikoak,215.28,9
7985,2025-12-05,Iris del Rivera,Melilla,Teklatua,Periferikoak,1442.64,6
7986,2026-08-04,Lalo Daza Mata,Girona,RAM memoria,Osagaiak,296.28,7
7987,2026-08-12,Lilia Milagros Dalmau Millán,Segovia,SSD diskoa,Osagaiak,177.12,5
7988,2025-06-25,Renato Badía-Alcalá,Jaén,Mahaigaineko ordenagailua,Ordenagailuak,1228.36,8
7989,2025-11-16,Carlos Arana Campoy,Valladolid,Ordenagailu eramangarria,Ordenagailuak,1748.55,3
7990,2026-06-21,Quirino Olivé Pera,Cuenca,Prozesadorea,Osagaiak,1796.76,10
7991,2026-01-12,Luis Ángel del Agustí,Valencia,Ordenagailu eramangarria,Ordenagailuak,1965.38,10
7992,2025-01-28,Teodosio Mulet Rey,Sevilla,RAM memoria,Osagaiak,210.76,10
7993,2026-02-12,Gerardo Iglesia Tormo,León,Switch-a,Sareak,750.79,10
7994,2025-04-10,Nazaret Perales Cabello,Tarragona,Teklatua,Periferikoak,1761.16,1
7995,2025-12-26,Odalis Montes Adán,Lugo,Bideratzailea,Sareak,218.78,5
7996,2024-09-26,Encarnacion del Blasco,Castellón,SSD diskoa,Osagaiak,534.15,6
7997,2026-06-02,Rosalía Caballero Cortes,Alicante,Ordenagailu eramangarria,Ordenagailuak,876.3,2
7998,2025-09-01,Carolina Sedano,Pontevedra,Prozesadorea,Osagaiak,1010.54,1
7999,2026-07-25,Adalberto Castro-Quevedo,Tarragona,SSD diskoa,Osagaiak,1580.54,9
8000,2025-11-29,Evita Cuadrado Busquets,Almería,Sare-kablea,Sareak,284.76,2
8001,2025-12-06,Juliana Arnaiz Ferrera,Ceuta,Sare-kablea,Sareak,1138.16,6
8002,2025-10-28,Alcides Roldán Arévalo Blazquez,Alicante,Mahaigaineko ordenagailua,Ordenagailuak,923.51,5
8003,2024-10-02,Araceli del Atienza,Albacete,Ordenagailu eramangarria,Ordenagailuak,294.52,2
8004,2025-03-28,Dani Sancho,Ourense,SSD diskoa,Osagaiak,864.64,9
8005,2026-08-07,Jose Angel Gonzalo Izquierdo,Alicante,Sare-kablea,Sareak,290.36,7
8006,2026-09-10,María Cristina Marisela Téllez Villar,Melilla,Txartel grafikoa,Osagaiak,273.7,6
8007,2024-10-16,Berta Vicens Catalá,Jaén,Teklatua,Periferikoak,1075.3,6
8008,2025-02-09,Manu Bilbao,Barcelona,Txartel grafikoa,Osagaiak,1453.61,1
8009,2025-11-03,Yago Durán-Estrada,Vizcaya,Prozesadorea,Osagaiak,1621.24,2
8010,2026-06-25,Obdulia Rosalina Bustamante Cervantes,Almería,Sare-kablea,Sareak,1295.44,6
8011,2025-02-15,Jacobo Marí Pi,Jaén,SSD diskoa,Osagaiak,1293.55,8
8012,2026-03-19,Javier Valero Calleja Mateu,Sevilla,Mini PC,Ordenagailuak,1807.78,6
8013,2026-01-18,Azahar Tovar Domingo,Vizcaya,Ordenagailu eramangarria,Ordenagailuak,652.31,10
8014,2025-08-23,Melchor Ferrer Barros,Ceuta,Sagua,Periferikoak,773.12,5
8015,2025-04-23,Inés Mascaró Piñol,Asturias,Prozesadorea,Osagaiak,702.24,10
8016,2026-02-28,Pancho de Fuente,Córdoba,Teklatua,Periferikoak,784.1,5
8017,2025-01-23,Maxi Tirado Aragonés,Alicante,Bideratzailea,Sareak,1568.35,3
8018,2025-05-12,Hermenegildo Guitart Pazos,Almería,Wi-Fi egokigailua,Sareak,1024.3,2
8019,2025-07-20,Efraín Gonzalo Llamas,Lleida,Prozesadorea,Osagaiak,766.74,7
8020,2026-02-09,Ani Saturnina Manzanares Catalán,Almería,Wi-Fi egokigailua,Sareak,838.1,7
8021,2025-09-08,Ciriaco Téllez,Cuenca,Mahaigaineko ordenagailua,Ordenagailuak,226.1,9
8022,2025-07-05,Hugo Ayllón Raya,Segovia,Teklatua,Periferikoak,403.12,3
8023,2026-05-03,Manu Villaverde-Seco,La Rioja,Mini PC,Ordenagailuak,781.66,4
8024,2024-12-07,Ani Cañellas Falcón,Las Palmas,Teklatua,Periferikoak,164.73,3
8025,2025-02-20,Purificación Celia Arellano Arias,Segovia,Wi-Fi egokigailua,Sareak,1994.66,3
8026,2025-11-07,Abraham Leon Polo,Granada,Prozesadorea,Osagaiak,1138.53,10
8027,2025-05-13,Íngrid Bonet Rueda,Cuenca,Teklatua,Periferikoak,1424.7,9
8028,2024-11-08,Cosme Alberola Díaz,Castellón,Txartel grafikoa,Osagaiak,1678.25,7
8029,2025-07-22,Graciana Piñol Osorio,Cádiz,Teklatua,Periferikoak,1218.41,9
8030,2025-01-20,Adelaida Mateo Madrigal,Guadalajara,Txartel grafikoa,Osagaiak,926.4,2
8031,2026-04-11,Sonia África Vaquero Palacios,Salamanca,Bideratzailea,Sareak,835.45,9
8032,2025-11-29,Espiridión Carbajo-Piquer,Albacete,Monitorea,Periferikoak,376.45,8
8033,2026-01-06,Marciano Viana-Neira,Castellón,Prozesadorea,Osagaiak,1067.26,9
8034,2025-04-02,Pepita Barranco-Aguirre,Guadalajara,SSD diskoa,Osagaiak,325.2,2
8035,2025-02-15,Cruz Acosta Soto,Málaga,Webkamera,Periferikoak,594.9,6
8036,2025-04-06,Bernabé Baquero Sola,Ourense,Prozesadorea,Osagaiak,306.94,6
8037,2025-02-09,Marisa Sebastián Cánovas,Granada,Sare-kablea,Sareak,843.56,5
8038,2026-05-14,Yésica Diana Cañizares Palacios,Jaén,Wi-Fi egokigailua,Sareak,1638.75,10
8039,2025-03-30,Mirta Anaya Benavent,Valencia,Switch-a,Sareak,1663.28,10
8040,2025-10-06,Virginia Villalba-Avilés,Las Palmas,Webkamera,Periferikoak,736.4,3
8041,2025-10-05,Consuelo Antón Hoz,Las Palmas,Webkamera,Periferikoak,1679.88,8
8042,2024-10-11,Ángel Aguilera Azorin,Castellón,Txartel grafikoa,Osagaiak,717.82,7
8043,2025-02-16,Marciano Esparza Reyes,Jaén,Bideratzailea,Sareak,1476.17,9
8044,2025-04-10,Bernardo Gerónimo Gual Guardia,Albacete,Sagua,Periferikoak,1864.7,7
8045,2026-03-02,Leonor Tena,Madrid,Mini PC,Ordenagailuak,1004.25,6
8046,2026-04-19,Hernán Santos Herranz León,Málaga,Monitorea,Periferikoak,1905.29,6
8047,2025-05-07,Calixta Asensio Rojas,Guipúzcoa,Switch-a,Sareak,1008.28,6
8048,2025-05-18,Juan Manuel Vergara Arteaga,Ávila,Sare-kablea,Sareak,1454.51,10
8049,2026-08-15,Teodora Romero Valero,Guadalajara,Sare-kablea,Sareak,1380.8,4
8050,2025-12-30,Vilma Patiño Cervera,Zaragoza,Mahaigaineko ordenagailua,Ordenagailuak,1894.79,8
8051,2026-01-10,Fortunata Atienza Aragón,Cáceres,Sare-kablea,Sareak,430.98,2
8052,2025-08-29,Primitiva Mármol Bejarano,Guadalajara,SSD diskoa,Osagaiak,1153.43,8
8053,2026-06-27,Duilio Laguna Asenjo,Tarragona,Prozesadorea,Osagaiak,251.77,10
8054,2025-07-13,Vasco Roldán,Lleida,Mini PC,Ordenagailuak,1188.36,5
8055,2026-01-18,Eloísa Cámara Arranz,Alicante,Switch-a,Sareak,215.71,3
8056,2026-06-18,Marina Díaz Camacho,Tarragona,Sare-kablea,Sareak,1479.97,8
8057,2024-11-23,Juan Francisco Puente Prado,León,Switch-a,Sareak,1889.7,1
8058,2025-11-04,Berta Silva-Calderon,Melilla,SSD diskoa,Osagaiak,1381.22,8
8059,2026-07-12,Abigaíl Ferrán-Anglada,Granada,Wi-Fi egokigailua,Sareak,202.21,10
8060,2026-05-05,Aroa Águeda Ribas Segarra,Jaén,Bideratzailea,Sareak,509.61,1
8061,2025-09-26,Atilio Alvarado Saldaña,Huelva,Mahaigaineko ordenagailua,Ordenagailuak,1772.21,8
8062,2025-06-19,Calixto Salazar Barroso,Huesca,Sagua,Periferikoak,1378.64,9
8063,2025-05-07,Nicolasa Macaria Salmerón Sobrino,Badajoz,SSD diskoa,Osagaiak,1549.49,8
8064,2026-02-03,Ainoa Velasco,Navarra,Wi-Fi egokigailua,Sareak,958.52,3
8065,2026-02-14,Maribel Querol-Sandoval,Valladolid,Sagua,Periferikoak,408.39,7
8066,2026-02-11,Mariana Cabanillas,Lugo,Ordenagailu eramangarria,Ordenagailuak,119.86,3
8067,2025-02-21,Irma del Canals,Murcia,Mini PC,Ordenagailuak,1407.37,8
8068,2025-09-02,Marcela Flores Zurita,Málaga,Monitorea,Periferikoak,1099.62,9
8069,2026-03-28,Candelaria del Portero,Ávila,Sare-kablea,Sareak,1098.44,6
8070,2026-06-19,Aristides de Tormo,Castellón,Ordenagailu eramangarria,Ordenagailuak,680.16,9
8071,2025-06-12,Emilio Feliu Ramis,Valencia,Ordenagailu eramangarria,Ordenagailuak,1220.13,6
8072,2026-02-01,Marciano Madrid,Ávila,Mini PC,Ordenagailuak,335.69,6
8073,2025-02-12,Josué Villanueva Blanch,Salamanca,Ordenagailu eramangarria,Ordenagailuak,1612.15,6
8074,2025-01-06,Juan Luis Galvez-Mancebo,Almería,Sare-kablea,Sareak,968.37,2
8075,2026-08-08,Bernardino Gutiérrez Zamora,Castellón,Sare-kablea,Sareak,1258.49,9
8076,2025-10-02,Leocadia Ricarda Elorza Llobet,Madrid,Switch-a,Sareak,639.88,4
8077,2026-03-19,Begoña Franco Pedraza,Ciudad,Sare-kablea,Sareak,210.2,9
8078,2025-02-10,Pepita Rincón Benavides,Santa Cruz de Tenerife,Bideratzailea,Sareak,1095.42,3
8079,2025-09-22,Florentina Granados-Ordóñez,Alicante,Webkamera,Periferikoak,926.98,3
8080,2025-10-04,Gonzalo Ferrández Manzano,Segovia,Mahaigaineko ordenagailua,Ordenagailuak,1680.65,5
8081,2025-11-12,Ema Carranza Garriga,Ceuta,Prozesadorea,Osagaiak,1663.91,3
8082,2026-02-03,Herminio Diez-Trujillo,León,Prozesadorea,Osagaiak,1843.9,3
8083,2026-09-05,Íñigo Barreda Briones,Ceuta,Sagua,Periferikoak,1331.27,4
8084,2024-11-22,Jacinta Solé-Izaguirre,Guipúzcoa,Ordenagailu eramangarria,Ordenagailuak,999.81,7
8085,2026-07-30,Nacio Mateu Conesa,Cantabria,Sare-kablea,Sareak,897.51,4
8086,2025-10-02,Arsenio de Arco,La Rioja,Sare-kablea,Sareak,215.18,4
8087,2025-10-17,Marcela del Gomez,Navarra,Switch-a,Sareak,1563.91,7
8088,2026-05-26,Nadia Merino Corbacho,Ciudad,Monitorea,Periferikoak,534.7,2
8089,2025-07-11,Lope Villena-Tamarit,Albacete,Switch-a,Sareak,1496.79,7
8090,2025-12-19,Moreno Félix Barrena Leal,Burgos,Prozesadorea,Osagaiak,1826.43,6
8091,2025-03-16,Brunilda Pereira Vergara,Segovia,Switch-a,Sareak,1832.8,3
8092,2024-11-06,Josué Carbó,Albacete,Monitorea,Periferikoak,1271.95,1
8093,2025-03-14,Cosme de Correa,La Rioja,Bideratzailea,Sareak,1208.49,4
8094,2025-09-25,Hipólito del Manzano,Santa Cruz de Tenerife,Monitorea,Periferikoak,1832.6,1
8095,2026-08-19,Caridad Suarez Vergara,Castellón,Mini PC,Ordenagailuak,1507.67,8
8096,2026-03-05,Nélida Valenciano Garay,Cuenca,Teklatua,Periferikoak,519.76,3
8097,2025-04-17,Bautista Berrocal Alegria,Sevilla,Switch-a,Sareak,1199.3,1
8098,2026-03-09,Alberto Salgado Riera,Jaén,Txartel grafikoa,Osagaiak,1248.0,3
8099,2025-05-26,Marcelo Ferrández Esteban,Badajoz,Ordenagailu eramangarria,Ordenagailuak,1450.45,3
